City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
273,yigo village,13.5361,144.8886,26.29,86,75,1.54,GU,1696589817
274,ulladulla,-35.35,150.4667,12.09,58,65,6.75,AU,1696589550
275,hilo,19.7297,-155.09,24.6,91,61,1.34,US,1696589817
276,nadym,65.5333,72.5167,8.11,66,21,8.45,RU,1696589817
277,taradale,-39.5333,176.85,10.57,92,42,1.34,NZ,1696589817
278,axim,4.8699,-2.2405,27.33,80,91,2.31,GH,1696589818
279,gongzhuling,43.5008,124.8198,10.76,50,6,3.41,CN,1696589818
280,maragogi,-9.0122,-35.2225,27.08,76,27,5.67,BR,1696589818
281,saladan,7.6134,99.0365,27.74,80,99,4.93,TH,1696589735
282,tolanaro,-25.0319,46.9987,30.04,48,0,10.8,MG,1696589818
283,saldanha,-33.0117,17.9442,17.76,76,87,5.21,ZA,1696589819
284,parauapebas,-6.0675,-49.9022,25.99,88,75,0.0,BR,1696589819
285,okha,53.5739,142.9478,6.18,75,100,5.16,RU,1696589820
286,qa'en,33.7265,59.1844,21.15,29,1,5.05,IR,1696589820
287,grand falls-windsor,48.9332,-55.6649,12.5,90,54,1.8,CA,1696589820
288,manadhoo,5.7667,73.3833,27.61,80,98,6.06,MV,1696589821
289,cheboksary,56.1322,47.2519,13.33,54,75,6.0,RU,1696589821
290,kuybyshev,55.4475,78.3218,15.78,47,96,4.01,RU,1696589821
291,port macquarie,-31.4333,152.9167,16.05,72,38,6.41,AU,1696589592
292,vila velha,-20.3297,-40.2925,26.08,85,20,7.15,BR,1696589822
293,lauro de freitas,-12.8944,-38.3272,26.01,78,40,6.17,BR,1696589675
294,letlhakeng,-24.0944,25.0298,35.41,6,16,3.78,BW,1696589823
295,monrovia,6.3005,-10.7969,27.87,79,75,3.33,LR,1696589627
296,sidney,-33.8679,151.2073,16.61,61,75,8.75,AU,1696589616
297,igarka,67.4667,86.5833,3.91,91,100,10.38,RU,1696589823
298,robertsport,6.7533,-11.3686,26.83,81,100,3.15,LR,1696589824
299,sibi,29.5448,67.8764,40.88,12,0,2.95,PK,1696589824
300,nandu,22.8525,110.8233,25.52,76,98,1.63,CN,1696589824
301,laojunmiao,39.8333,97.7333,13.71,30,62,2.52,CN,1696589824
302,vilyuchinsk,52.9306,158.4028,8.31,84,82,0.35,RU,1696589825
303,beaufort west,-32.3567,22.583,26.49,36,83,4.42,ZA,1696589825
304,egilsstadir,65.2653,-14.3948,1.95,69,75,4.12,IS,1696589825
305,kwang binh,17.4833,106.6,28.27,82,100,2.04,VN,1696589826
306,birjand,32.8663,59.2211,25.26,16,0,4.12,IR,1696589826
307,changleng,28.7,115.8167,20.12,70,100,3.04,CN,1696589826
308,yurga,55.7231,84.8861,13.56,63,83,2.93,RU,1696589826
309,keminmaa,65.8596,24.8228,5.87,70,20,3.6,FI,1696589826
310,happy valley-goose bay,53.3168,-60.3315,13.17,88,75,2.06,CA,1696589827
311,lodja,-3.4833,23.4333,38.94,25,97,1.34,CD,1696589827
312,vila franca do campo,37.7167,-25.4333,24.23,78,100,10.55,PT,1696589827
313,simitli,41.8833,23.1167,22.54,53,100,3.53,BG,1696589827
314,zaozersk,69.4005,32.4476,2.82,73,85,9.72,RU,1696589828
315,port lavaca,28.615,-96.6261,22.21,95,0,3.6,US,1696589828
316,bunia,1.5667,30.25,26.36,57,69,4.03,CD,1696589828
317,lompoc,34.6391,-120.4579,20.32,66,0,2.56,US,1696589829
318,pizarro,4.9533,-77.366,25.21,90,98,2.04,CO,1696589829
319,sal rei,16.1833,-22.9167,30.11,70,100,4.63,CV,1696589829
320,lysogorskaya,44.1064,43.2756,20.75,39,77,2.21,RU,1696589829
321,kapuskasing,49.4169,-82.4331,10.0,87,100,1.54,CA,1696589829
322,kirensk,57.7853,108.1119,5.57,96,100,2.24,RU,1696589830
323,humaita,-7.5061,-63.0208,27.69,53,92,1.21,BR,1696589830
324,palmer,42.1584,-72.3287,17.23,81,100,1.54,US,1696589830
325,puerto ayacucho,5.6639,-67.6236,24.04,91,99,1.07,VE,1696589831
326,fort mcmurray,56.7268,-111.381,-1.23,86,100,1.54,CA,1696589831
327,odienne,9.51,-7.5692,27.63,77,91,1.81,CI,1696589832
328,khandyga,62.6667,135.6,-2.87,96,100,1.06,RU,1696589832
329,baley,51.6,116.6333,7.09,52,71,2.21,RU,1696589833
330,mount airy,36.4993,-80.6073,17.81,83,100,1.79,US,1696589833
331,labrador city,52.9463,-66.9114,11.95,94,100,0.0,CA,1696589833
332,sanctuary point,-35.1114,150.629,14.86,58,74,6.19,AU,1696589833
333,novo aripuana,-5.1206,-60.3797,28.48,58,82,1.43,BR,1696589834
334,rio grande,-32.035,-52.0986,16.64,74,90,3.66,BR,1696589834
335,shumerlya,55.5005,46.4129,14.77,47,100,4.32,RU,1696589834
336,kharhial,20.2833,82.7667,30.22,71,79,1.19,IN,1696589834
337,quelimane,-17.8786,36.8883,32.97,52,20,7.2,MZ,1696589834
338,chester,40.1254,-75.8749,18.77,97,100,2.06,US,1696589703
339,syktyvkar,61.6764,50.8099,8.85,87,100,4.02,RU,1696589835
340,cam pha mines,21.0167,107.3,26.65,80,72,2.78,VN,1696589568
341,borogontsy,62.6683,131.1683,-4.51,97,99,1.38,RU,1696589835
342,lobujya,27.95,86.8167,0.68,85,27,1.11,NP,1696589836
343,i-n-salah,27.1935,2.4607,33.25,18,0,8.65,DZ,1696589836
344,tsiombe,-25.3,45.4833,34.37,18,0,6.61,MG,1696589836
345,arteche,12.2645,125.4048,26.69,84,18,0.3,PH,1696589837
346,lichuan,30.3,108.85,11.5,99,100,1.02,CN,1696589837
347,broken hill,-31.95,141.4333,13.83,48,24,5.1,AU,1696589838
348,sabha,27.0377,14.4283,28.88,22,1,2.99,LY,1696589839
349,mbekenyera,-10.0,38.9833,32.36,36,39,4.73,TZ,1696589839
350,ibiza,38.9088,1.433,26.23,76,20,2.57,ES,1696589592
351,bozeman,45.6796,-111.0386,7.18,78,100,4.47,US,1696589839
352,abra pampa,-22.7205,-65.697,6.42,12,86,0.84,AR,1696589839
353,port-vila,-17.7338,168.3219,20.78,94,100,1.03,VU,1696589840
354,luderitz,-26.6481,15.1594,19.18,65,8,9.54,NA,1696589840
355,villa angela,-27.5738,-60.7153,16.92,59,91,3.63,AR,1696589840
356,caleta de carquin,-11.0925,-77.6267,18.41,93,89,4.72,PE,1696589840
357,nalut,30.3333,10.85,26.82,28,0,4.17,LY,1696589841
358,sao joao del rei,-21.1356,-44.2617,24.89,71,49,1.6,BR,1696589841
359,hadibu,12.65,54.0333,29.75,63,3,1.67,YE,1696589841
360,quellon,-43.1167,-73.6167,4.59,84,28,3.82,CL,1696589842
361,kangding,30.0513,101.9603,9.39,99,100,0.96,CN,1696589842
362,touros,-5.1989,-35.4608,28.39,65,98,5.11,BR,1696589842
363,portland,45.5234,-122.6762,17.56,84,0,1.83,US,1696589843
364,nogliki,51.8333,143.1667,7.97,86,100,3.58,RU,1696589843
365,taiyuan,37.8694,112.5603,13.92,51,85,3.0,CN,1696589583
366,danghara,38.0958,69.34,18.12,59,99,3.6,TJ,1696589843
367,bayanhongor,46.7167,100.1167,3.37,54,100,2.93,MN,1696589844
368,severo-yeniseyskiy,60.3725,93.0408,6.99,94,100,4.92,RU,1696589844
369,cruzeiro do sul,-29.5128,-51.9853,15.29,93,27,0.06,BR,1696589845
370,dalandzadgad,43.5708,104.425,13.33,28,12,4.96,MN,1696589845
371,hakui,36.8833,136.7833,17.12,64,100,3.13,JP,1696589717
372,letterkenny,54.95,-7.7333,15.94,96,100,0.99,IE,1696589845
373,nacala,-14.5428,40.6728,31.62,55,40,4.12,MZ,1696589845
374,san luis de la loma,17.2706,-100.8939,26.06,87,66,1.31,MX,1696589846
375,jamestown,42.097,-79.2353,15.77,96,100,2.68,US,1696589846
376,lapeer,43.0514,-83.3188,14.43,94,5,3.6,US,1696589846
377,mahina,-17.5065,-149.489,23.87,78,0,2.06,PF,1696589846
378,rodolfo sanchez taboada,31.7167,-116.5667,21.99,47,1,1.51,MX,1696589847
379,suva,-18.1416,178.4415,21.71,64,75,2.06,FJ,1696589847
380,ciudad bolivar,8.1222,-63.5497,25.36,88,97,3.59,VE,1696589847
381,berdyansk,46.7503,36.7944,18.07,45,100,3.13,UA,1696589847
382,cromer,52.9312,1.2989,19.91,78,100,9.76,GB,1696589847
383,nova vicosa,-17.8919,-39.3719,26.09,80,100,6.48,BR,1696589848
384,akureyri,65.6835,-18.0878,2.96,60,75,0.0,IS,1696589848
385,mikuni,36.2171,136.1519,19.95,63,89,6.49,JP,1696589849
386,kovdor,67.5662,30.4758,3.97,57,32,5.19,RU,1696589849
387,tomatlan,19.9333,-105.25,23.78,93,100,1.47,MX,1696589849
388,duyun,26.2667,107.5167,15.35,95,100,2.29,CN,1696589830
389,dryden,49.7833,-92.7503,4.16,100,100,5.66,CA,1696589850
390,saint john,45.2727,-66.0677,14.57,100,100,3.6,CA,1696589850
391,tazacorte,28.629,-17.9293,30.54,37,0,3.09,ES,1696589850
392,karbala,32.616,44.0249,33.34,17,58,4.82,IQ,1696589850
393,ksar el kebir,35.0017,-5.9053,35.02,22,91,2.43,MA,1696589850
394,tofol,5.3248,163.0078,25.83,94,100,7.14,FM,1696589851
395,point pedro,9.8167,80.2333,28.76,75,68,7.51,LK,1696589851
396,darnah,32.767,22.6367,24.04,59,0,6.36,LY,1696589851
397,kudahuvadhoo,2.6708,72.8944,27.27,78,94,5.13,MV,1696589852
398,nyons,44.3333,5.1667,20.86,31,12,1.98,FR,1696589852
399,chizhou,30.6578,117.4831,18.27,75,86,3.69,CN,1696589852
400,sechura,-5.5569,-80.8222,19.78,87,100,4.66,PE,1696589852
401,tikhvin,59.6451,33.5294,5.68,60,73,5.09,RU,1696589853
402,taltal,-25.4,-70.4833,13.06,82,80,0.75,CL,1696589853
403,whitehorse,60.7161,-135.0538,8.43,76,75,7.2,CA,1696589853
404,mount pearl,47.5166,-52.7813,10.08,92,100,5.14,CA,1696589853
405,ouani,-12.1322,44.4258,26.31,75,35,2.99,KM,1696589854
406,addiet canna,11.2667,37.4833,21.84,45,2,2.59,ET,1696589854
407,sandnessjoen,66.0217,12.6316,4.29,73,99,3.64,NO,1696589854
408,dikhil,11.5,42.1667,36.14,15,4,4.57,DJ,1696589854
409,yinchuan,38.4681,106.2731,16.3,48,10,1.63,CN,1696589855
410,carolina beach,34.0352,-77.8936,21.68,94,83,3.77,US,1696589855
411,gorodoviki,46.1353,41.9656,22.3,36,100,4.6,RU,1696589855
412,cidade velha,14.9167,-23.6167,30.26,66,0,4.12,CV,1696589855
413,dakhla,23.6848,-15.958,30.01,35,64,4.12,EH,1696589856
414,dwarka,22.2394,68.9678,28.38,68,15,5.95,IN,1696589586
415,port moresby,-9.4431,147.1797,23.68,94,100,1.54,PG,1696589675
416,baker city,44.7749,-117.8344,13.44,73,0,1.54,US,1696589856
417,camayenne,9.535,-13.6878,26.05,94,75,1.03,GN,1696589857
418,sinabang,2.4803,96.3801,27.06,79,71,3.46,ID,1696589857
419,ghat,24.9647,10.1728,29.44,20,0,3.86,LY,1696589857
420,north platte,41.1239,-100.7654,8.4,62,79,8.49,US,1696589857
421,kurakhovo,47.9852,37.2821,17.7,44,100,7.69,UA,1696589858
422,loja,-3.9931,-79.2042,15.67,82,40,2.06,EC,1696589817
423,eyl,7.9803,49.8164,33.8,49,42,6.41,SO,1696589858
424,ancud,-41.8697,-73.8203,5.34,78,28,2.8,CL,1696589858
425,lata,40.1629,-8.3327,28.05,47,100,1.84,PT,1696589858
426,praia,14.9215,-23.5087,30.3,66,0,4.12,CV,1696589859
427,shingu,33.7333,135.9833,15.8,65,15,3.36,JP,1696589783
428,anna regina,7.2644,-58.5077,28.37,78,100,4.73,GY,1696589859
429,anloga,5.7947,0.8973,27.48,73,97,1.66,GH,1696589859
430,sao joao do piaui,-8.3581,-42.2467,30.09,38,2,3.66,BR,1696589860
431,vorkuta,67.5,64.0,5.83,84,100,7.68,RU,1696589860
432,pavlodar,52.3,76.95,17.89,34,0,3.0,KZ,1696589860
433,ivankiv,50.9386,29.8943,15.97,33,7,7.9,UA,1696589860
434,haiku-pauwela,20.9219,-156.3051,25.02,77,13,5.46,US,1696589861
435,yurimaguas,-5.9,-76.0833,23.68,75,18,0.98,PE,1696589861
436,falam,22.9167,93.6833,19.37,97,99,0.48,MM,1696589861
437,dayr mawas,27.6418,30.8466,33.18,26,82,7.9,EG,1696589861
438,mana,5.6592,-53.7767,28.22,78,98,3.87,GF,1696589861
439,santa terezinha,-29.9002,-50.0904,17.58,86,80,5.4,BR,1696589862
440,tadine,-21.55,167.8833,20.89,65,42,4.39,NC,1696589862
441,dunay,42.8803,132.3375,13.21,56,6,8.18,RU,1696589862
442,morondava,-20.2833,44.2833,28.53,61,36,6.76,MG,1696589862
443,khanty-mansiysk,61.0042,69.0019,11.06,50,0,4.02,RU,1696589863
444,panama city beach,30.1766,-85.8055,22.78,92,99,0.45,US,1696589863
445,perambalur,11.2333,78.8833,34.55,42,87,1.15,IN,1696589863
446,dunedin,-45.8742,170.5036,10.45,71,68,7.15,NZ,1696589830
447,calvinia,-31.4707,19.776,24.55,20,87,5.6,ZA,1696589864
448,maues,-3.3836,-57.7186,28.99,52,98,1.85,BR,1696589864
449,kariong,-33.44,151.3011,15.48,83,100,0.45,AU,1696589865
450,san antonio de pale,-1.4014,5.6325,25.8,83,91,5.69,GQ,1696589865
451,swan hill,-35.3378,143.5544,8.99,68,4,3.5,AU,1696589865
452,paducah,37.0834,-88.6001,18.12,97,40,2.06,US,1696589866
453,ugoofaaru,5.6667,73.0,27.78,79,100,6.05,MV,1696589866
454,santa ana,33.7456,-117.8678,25.78,34,0,1.21,US,1696589866
455,mil'kovo,55.6078,37.7956,12.22,90,97,5.73,RU,1696589866
456,senador pompeu,-5.5881,-39.3717,27.98,56,31,3.36,BR,1696589867
457,donetsk,48.0,37.8,18.2,37,100,6.39,UA,1696589587
458,dali,25.7,100.1833,18.51,85,66,2.45,CN,1696589867
459,chumphon,10.3333,98.8333,23.32,92,100,2.89,TH,1696589867
460,kalkaman,51.9525,76.0211,18.14,34,64,2.04,KZ,1696589868
461,sitrah,26.1547,50.6206,37.12,50,0,11.83,BH,1696589868
462,keningau,5.3378,116.1602,24.54,95,68,1.04,MY,1696589868
463,janeng,-25.4167,25.55,33.8,7,11,5.75,BW,1696589868
464,fortuna,40.5982,-124.1573,14.51,77,0,5.14,US,1696589868
465,taulaga,-11.0553,-171.0883,27.37,79,92,8.91,AS,1696589869
466,peace river,56.2501,-117.286,4.25,70,20,2.57,CA,1696589869
467,port augusta,-32.5,137.7667,15.3,71,3,5.49,AU,1696589869
468,uturoa,-16.7333,-151.4333,25.67,80,32,9.32,PF,1696589869
469,ernei,46.605,24.6415,18.71,35,99,3.85,RO,1696589870
470,swakopmund,-22.6833,14.5333,19.47,85,59,0.89,NA,1696589870
471,andrews,32.3187,-102.5457,14.57,94,0,0.0,US,1696589870
472,aykhal,66.0,111.5,-2.18,88,99,3.13,RU,1696589870
473,kaifeng,34.7911,114.3483,15.8,67,100,1.73,CN,1696589871
474,le morne-rouge,14.7667,-61.1333,21.76,80,87,6.06,MQ,1696589871
475,cantanhede,-3.6333,-44.3767,28.26,64,96,3.21,BR,1696589871
476,springs,-26.25,28.4,31.98,29,32,2.45,ZA,1696589872
477,box elder,41.5005,-112.8764,14.34,60,0,3.15,US,1696589872
478,strezhevoy,60.7333,77.5889,9.98,87,90,0.45,RU,1696589872
479,center,31.5107,-96.4247,19.89,83,0,0.0,US,1696589873
480,caohe,30.2297,115.4335,20.49,63,63,2.07,CN,1696589873
481,kristiansund,63.1115,7.732,8.36,81,75,3.09,NO,1696589874
482,novoderevyankovskaya,46.3231,38.7472,19.99,41,83,5.67,RU,1696589875
483,gloucester point,37.254,-76.4969,19.99,94,100,1.54,US,1696589875
484,angarsk,52.5367,103.8864,11.23,71,100,1.32,RU,1696589875
485,hutchinson island south,27.2995,-80.2205,24.49,93,40,2.68,US,1696589875
486,puerto lempira,15.2667,-83.7667,25.24,92,40,2.06,HN,1696589875
487,tuburan,6.6439,122.2736,29.05,77,42,1.71,PH,1696589876
488,carutapera,-1.195,-46.02,28.36,66,100,4.38,BR,1696589876
489,san patricio,28.017,-97.5169,23.8,89,96,2.79,US,1696589876
490,turkmenbasy,40.0222,52.9552,24.43,33,40,5.14,TM,1696589876
491,plastun,44.7561,136.2939,10.05,90,100,3.13,RU,1696589877
492,conception bay south,47.4999,-52.9981,10.41,93,100,1.54,CA,1696589877
493,koungheul,13.9833,-14.8,32.98,59,80,3.01,SN,1696589877
494,barguzin,53.6167,109.6167,8.55,69,99,2.68,RU,1696589877
495,chui,-33.6971,-53.4616,13.26,70,0,3.95,UY,1696589877
496,newport,51.5877,-2.9984,19.49,81,100,6.82,GB,1696589878
497,ghanzi,-21.5667,21.7833,35.71,5,0,3.53,BW,1696589878
498,kaposvar,46.3667,17.8,21.5,32,29,4.29,HU,1696589878
499,port douglas,-16.4833,145.4667,24.24,88,50,4.16,AU,1696589878
500,vuktyl,63.8567,57.3094,8.39,94,93,4.92,RU,1696589879
501,antofagasta,-23.65,-70.4,16.6,81,20,1.89,CL,1696589879
502,vila do maio,15.1333,-23.2167,30.44,77,67,2.64,CV,1696589879
503,ringkobing,56.0901,8.244,17.23,87,100,12.57,DK,1696589880
504,cidreira,-30.1811,-50.2056,17.86,85,74,6.21,BR,1696589881
505,ascension,30.2169,-90.9001,23.36,90,0,0.0,US,1696589882
506,lincheng,19.9078,109.6858,27.09,82,90,5.11,CN,1696589882
507,linxia chengguanzhen,35.6003,103.2064,13.27,63,97,0.95,CN,1696589882
508,nyandoma,61.669,40.1991,3.37,88,100,3.68,RU,1696589882
509,barah,13.7,30.3667,38.8,19,1,1.17,SD,1696589883
510,mugia,43.1041,-9.2179,20.98,46,80,1.36,ES,1696589883
511,ribeira brava,32.65,-17.0667,31.74,25,3,4.17,PT,1696589883
512,palikir - national government center,6.9248,158.1611,28.42,76,99,7.88,FM,1696589883
513,horsham,51.064,-0.3272,19.97,68,40,5.14,GB,1696589883
514,menaka,15.9182,2.4022,38.46,15,3,5.88,ML,1696589884
515,brezina,33.0989,1.2608,25.65,22,0,2.36,DZ,1696589884
516,megalopoli,37.4011,22.1422,23.56,29,0,0.26,GR,1696589884
517,aldan,58.6031,125.3894,0.67,54,77,2.24,RU,1696589884
518,uyovu,-3.2833,31.5258,33.66,21,49,3.24,TZ,1696589885
519,inirida,3.8653,-67.9239,23.34,97,100,1.18,CO,1696589885
520,funadhoo,6.15,73.2667,27.1,82,96,5.43,MV,1696589885
521,ke-macina,13.9623,-5.3572,34.75,36,94,1.17,ML,1696589885
522,cabedelo,-6.9811,-34.8339,26.37,75,65,6.47,BR,1696589885
523,coxim,-18.5067,-54.76,31.97,38,19,1.34,BR,1696589886
524,taroudant,30.4703,-8.877,35.14,11,29,7.53,MA,1696589886
525,piti village,13.4626,144.6933,27.16,87,15,3.82,GU,1696589886
526,pangody,65.85,74.4859,7.07,61,27,7.16,RU,1696589886
527,nemuro,43.3236,145.575,12.47,80,100,14.12,JP,1696589887
528,riacho de santana,-13.6092,-42.9389,28.14,49,77,2.24,BR,1696589887
529,taksimo,56.3444,114.8794,7.06,60,100,0.45,RU,1696589887
530,arawa,-6.2132,155.5367,25.26,91,100,2.36,PG,1696589887
531,chertkovo,49.3847,40.1547,18.18,37,100,6.0,RU,1696589888
532,saint-joseph,-21.3667,55.6167,24.21,71,18,5.07,RE,1696589888
533,turpan,42.9333,89.1667,27.77,18,0,0.96,CN,1696589888
534,beypazari,40.1675,31.9211,22.56,32,80,2.42,TR,1696589888
535,acapulco de juarez,16.8634,-99.8901,26.17,88,82,1.66,MX,1696589888
536,silopi,37.2497,42.4694,26.92,23,47,1.7,TR,1696589889
537,lihue,21.9789,-159.3672,22.42,80,59,3.11,US,1696589889
538,fada,9.5667,8.3,28.7,61,76,0.79,NG,1696589889
539,bukama,-9.2,25.85,39.74,17,29,2.62,CD,1696589889
540,upata,8.0086,-62.3989,22.72,93,95,2.11,VE,1696589890
541,gushu,31.5598,118.4829,19.99,66,82,4.55,CN,1696589890
542,kayangel,8.0823,134.7173,28.07,81,100,5.09,PW,1696589891
543,vanimo,-2.6741,141.3028,26.68,86,82,1.73,PG,1696589891
544,hermiston,45.8404,-119.2895,15.53,64,1,1.15,US,1696589892
545,manthani,18.65,79.6667,29.44,69,74,3.31,IN,1696589892
546,talara,-4.5772,-81.2719,20.52,84,100,6.38,PE,1696589892
